id	type_object_name	stock_object_issue_price	stock_object_launch_date	stock_object_symbol
7556c8c1-a1cb-e092-fc1f-f7518072504d	深圳机场	6.38	1998-04-20	000089
80451d0c-cb49-b9e4-a804-b1eb86308013	天健集团	8.00	1999-07-21	000090
32c4ba82-ced5-e9b5-c323-8de9f5db2fa5	广聚能源	6.00	2000-07-24	000096
70dea6bc-a741-c1ee-81a8-01963bdddcdc	中信海直	10.20	2000-07-31	000099
2afc6f2a-5f42-fddf-0661-ffce87ddb0bd	TCL集团	4.26	2004-01-30	000100
a27fa8bd-6881-3648-8484-1867f2bfab7d	宜华健康	7.68	2000-08-07	000150
b8071eb5-ade5-eed1-55ec-c15b22d8e2a2	中成股份	7.78	2000-09-06	000151
4cb0b842-b7d6-3ba8-9d44-03aff3a6baf6	丰原药业	18.80	2000-09-20	000153
45566023-9798-f034-16dd-2d69b9fbf4d9	*ST川化	6.18	2000-09-26	000155
53968309-deb0-34c0-0902-9a96ecb08c5d	华数传媒	8.98	2000-09-06	000156
7e0b6cae-c0cb-a6b8-c153-50457d2bb6ca	中联重科	12.74	2000-10-12	000157
3cf3f3e4-b2e3-f051-8403-924280aae043	常山股份	6.18	2000-07-24	000158
3217a72a-051c-b92f-95d2-4520efa6e37a	国际实业	5.88	2000-09-26	000159
dcf9484d-593b-2975-1736-bc9d558b595c	申万宏源	4.86	2015-01-26	000166
049c3ee4-81b7-4763-782a-69599822e48b	东方市场	4.18	2000-05-29	000301
be3d2188-006d-af67-5376-5fa844d52c21	美的集团	44.56	2013-09-18	000333
d469fb34-b221-3e51-4609-68fcbb014279	潍柴动力	20.47	2007-04-30	000338
6e93d905-012a-3c78-1aa3-1a97cf2e7764	许继电气	9.24	1997-04-18	000400
667c77ee-75df-9457-0968-d3ca486cabbd	冀东水泥	5.38	1996-06-14	000401
342081dd-bb66-d56d-d490-1b21b9fe17fa	金融街	3.68	1996-06-26	000402
909dc511-94df-63b5-ecf9-79004d100a3f	ST生化	3.78	1996-06-28	000403
093ad6d1-1893-33ef-fd53-37bbf4ee0d7c	华意压缩	4.08	1996-06-19	000404
be04705b-e23e-bbcd-bae8-14cac6baceb9	石油大明	5.98	1996-06-28	000406
76e19919-7295-4e28-a166-4e1fe069aee3	胜利股份	6.00	1996-07-03	000407
21ccf1a5-89e0-fcfa-4e02-c2e32f1a129f	藏格控股	4.80	1996-06-28	000408
4b356c5b-88b7-3047-f9f2-6cd18a82fc20	山东地矿	5.68	1996-06-27	000409
195a2cfc-e821-1459-8b91-81e66dbb2cf2	*ST沈机	4.16	1996-07-18	000410
01904c78-2877-12b8-73da-eec5bff5c84a	英特集团	4.60	1996-07-16	000411
31c816d0-bd29-20e0-fdb7-06a772e96e14	东旭光电	 	1996-09-25	000413
aa4a73c8-d7c0-072e-759c-41e1ea952d3d	渤海金控	6.00	1996-07-16	000415
53d4f966-5c8b-9743-3d95-7f6f4497fb0f	民生控股	5.35	1996-07-19	000416
346bbc88-0c9a-0915-dbd3-0d4ec4ec057c	合肥百货	5.80	1996-08-12	000417
47138e7f-a34c-a409-632b-b43cd4e01d76	小天鹅A	 	1997-03-28	000418
382164e1-b298-aab1-9b76-9a1d147c99e8	通程控股	6.08	1996-08-16	000419
ed51a06d-0c02-2141-3ac6-4ac8af9c8777	吉林化纤	6.99	1996-08-02	000420
85d1d7e9-8b1c-74b7-77fd-8b5937ab6fd7	南京公用	5.60	1996-08-06	000421
a9fed900-d5c9-f13b-537a-e7a1ddd4f5ff	湖北宜化	5.90	1996-08-15	000422
3be143a4-2b57-b8a7-03bb-4befa4e0864b	东阿阿胶	5.28	1996-07-29	000423
95651471-0525-f3fc-de73-46aef2801671	徐工机械	4.80	1996-08-28	000425
24e2c049-42cd-e59f-9718-be9aea9d6800	兴业矿业	5.88	1996-08-28	000426
39fe816d-a906-d690-144e-54a179e5d78e	华天酒店	5.98	1996-08-08	000428
d1f3de5f-a0a7-a4b4-bbb0-b67a5e6b3de2	粤高速A	 	1998-02-20	000429
bd0af412-8e46-c0b1-c92c-62a738ad124c	张家界	6.80	1996-08-29	000430
801caaa0-8dc5-ee96-a546-46e0b73dba66	晨鸣纸业	 	2000-11-20	000488
b02ec28e-70be-bcfe-9bc1-714b69a59adb	山东路桥	5.88	1997-06-09	000498
dc596c1b-9022-791b-f01a-1add5c7dacb9	鄂武商A	3.50	1992-11-20	000501
62fcb56f-d713-3343-3abb-17d6db1839dc	绿景控股	1.00	1992-11-23	000502
a07bad4e-c88e-e3ca-3645-bd308c86ad2f	海虹控股	1.00	1992-11-30	000503
43e34967-35f9-50a1-c767-ff54cb6057e5	南华生物	1.00	1992-12-08	000504
a3d25ff4-0fab-2a26-a919-280cfc716091	珠江控股	1.00	1992-12-21	000505
dd22b0fc-b38a-193c-aec2-058c81d4e000	中润资源	100.00	1993-03-12	000506
fce2229e-d2cf-1f21-c748-5870bfd1632c	珠海港	1.00	1993-03-26	000507
e4dd306c-acc4-8f79-054a-3f9b0eca6818	华塑控股	1.00	1993-05-07	000509
63076a29-3c3a-4114-5d19-2420ab2c7ead	金路集团	3.20	1993-05-07	000510
53b2c1f0-bc25-1aed-db9a-c03a683de66a	*ST烯碳	100.00	1993-05-18	000511
127d1a61-f8bb-fcf1-c97b-418f2b3e2aec	丽珠集团	 	1993-10-28	000513
6b12ff39-d945-7401-0cf2-0d8e1736540f	渝开发	1.00	1993-07-12	000514
1c5f5181-aa3d-8994-52ee-19807e66630c	攀渝钛业	1.00	1993-07-12	000515
c5a623be-55a3-d616-bdfc-301664e56e04	国际医学	2.10	1993-08-09	000516
975a725e-47f4-f84f-2240-048d64e11349	荣安地产	3.30	1993-08-06	000517
70ca6685-ab1b-e469-4184-f5f286841602	四环生物	3.30	1993-09-08	000518
4f4aba93-7198-7f75-a1a3-479915fe9a75	中兵红箭	200.00	1993-10-08	000519
08231d5d-7826-890b-0f8e-4ad4bf7b5a65	长航凤凰	6.00	1993-10-25	000520
4b83ccb9-5280-46de-9fe7-f7ccf328c988	美菱电器	4.80	1993-10-18	000521
111c8c7d-16b1-caf0-3738-0971f833890f	白云山A	6.80	1993-11-08	000522
bce20dc4-ba88-72f2-dff6-a9049d2ed6fd	广州浪奇	6.90	1993-11-08	000523
1de8c143-189b-ff56-0a78-85b8cbe689e5	岭南控股	6.28	1993-11-18	000524
7a8ad9fc-bd00-fdc4-8eef-5a418c72f928	红太阳	2.68	1993-10-28	000525
524066bb-e1b9-4738-440e-194f242c0bf9	*ST紫学	3.00	1993-11-01	000526
bbc58af8-3bee-b25c-2c6a-b6a9ac9257d8	美的电器	8.45	1993-11-12	000527
ee702158-6347-6e25-bcf5-e6d3a35b17b2	柳工	4.20	1993-11-18	000528
b7aa1142-84e5-5f5b-f48d-db5019369650	广弘控股	7.20	1993-11-18	000529
7707487f-eb6c-7f3f-cc95-e2a87f35c51a	大冷股份	3.50	1993-12-08	000530
4af2cff5-d620-ceda-70e3-ba108b14ca04	穗恒运A	4.80	1994-01-06	000531
8ba6e76a-80c9-9ba9-ddf6-55a66818daac	华金资本	7.83	1994-01-03	000532
9dc36733-381c-e286-a7c2-ed8d86d2d820	万家乐	4.18	1994-01-03	000533
dfaa43c5-d9c6-839a-1e41-d1aa2c5a7ae9	万泽股份	6.42	1994-01-10	000534
572f895c-de48-7668-2856-56d1f8d3b78e	*ST猴王	3.80	1993-11-30	000535
fdc41e7f-8db3-45ae-cdec-82bf2965b56f	华映科技	1.68	1993-11-26	000536
0b5bcb4f-cd1b-1507-61be-5c0b74c040ae	广宇发展	3.68	1993-12-10	000537
a072f11b-7c1d-af91-d608-76c99d3f4d90	云南白药	3.38	1993-12-15	000538
d8cd5d8a-4def-d6fb-66f5-a8dc678ceb66	粤电力A	9.80	1993-11-26	000539
be667786-aa01-2323-6c10-91dd14ee3e14	中天金融	3.10	1994-02-02	000540
29a9ff32-0933-b54b-39ae-660ec4fa614d	佛山照明	10.23	1993-11-23	000541
b8e43add-19e9-cf21-bdd2-dc3439749b85	TCL通讯	6.50	1993-12-01	000542
f7f7d465-9ce2-419d-26c9-a5939c793e6c	皖能电力	2.50	1993-12-20	000543
71f405e4-518d-71c8-6953-f0c76f5c7bb1	中原环保	3.50	1993-12-08	000544
e695b76a-e7b0-e4d4-a319-30f7c1ba6e20	金浦钛业	5.00	1993-12-15	000545
5d30d6f1-a95e-17ad-b7a1-50c6fbe86a2a	金圆股份	4.00	1993-12-15	000546
0dcb2dd3-393a-72d9-2a28-198ccb137e29	航天发展	2.38	1993-11-30	000547
24795624-5096-e44d-9b7c-da88fae80507	湖南投资	2.88	1993-12-20	000548
05631c26-2cdb-93e8-5687-1649950d7098	S湘火炬	2.28	1993-12-20	000549
07676973-8ca0-f0ef-924e-234c845ad517	江铃汽车	3.60	1993-12-01	000550
b5b7fc1c-b024-6d8e-a11c-8fe8e41624ea	创元科技	4.60	1994-01-06	000551
51f016b9-ab10-66a8-06c1-61970a558317	靖远煤电	3.00	1994-01-06	000552
fc77b12b-f1a9-c739-afcd-4868ba1b3b0f	沙隆达A	3.10	1993-12-03	000553
3b93cebe-8105-d15c-df0d-2e6ab838dd29	泰山石油	5.00	1993-12-15	000554
4012d10f-1213-1bcf-0336-efbbda090454	神州信息	3.00	1994-04-08	000555
63ea96cc-c032-dfe3-a7c0-ecba57ba0bd4	PT南洋	5.50	1994-05-25	000556
66d48672-f3f0-d565-3dba-d9de222cc830	西部创业	3.98	1994-06-17	000557
a69a21e2-b4c3-14d6-3ea3-c7c9454fdf9f	莱茵体育	3.68	1994-05-09	000558
d5157de0-5316-6e6c-1234-10078883805d	万向钱潮	3.80	1994-01-10	000559
094e4c3a-545b-db86-d640-a9e4144f5fed	昆百大A	3.96	1994-02-02	000560
89f753a8-fd8c-fa5c-5289-3fde290fea33	烽火电子	4.55	1994-05-09	000561
bf1d1ff4-3948-be85-08aa-c2c95a3c6b2c	宏源证券	2.20	1994-02-02	000562
73bdf7f6-7d36-f2be-0c54-f7669f16e2e5	陕国投A	2.00	1994-01-10	000563
48cdd566-1368-854b-07d5-ad43852f09a5	供销大集	2.50	1994-01-10	000564
3df41be1-05ad-7b0e-879b-3b3941d12fb3	渝三峡A	3.70	1994-04-08	000565
ffd23e4c-e008-6c90-c4d3-b1db168e855f	海南海药	5.80	1994-05-25	000566
c8414dbc-e1ca-56cf-9bab-7cae7815a7d7	海德股份	5.95	1994-05-25	000567
cb14c628-b4f0-8fad-a8ac-20b0602041b2	泸州老窖	5.83	1994-05-09	000568
07283c70-9cff-7e05-152c-edd898686e5a	长城股份	4.00	1994-04-25	000569
026b4d4a-8a63-c6dc-af55-b4b476e50f68	苏常柴A	3.90	1994-07-01	000570
0fab3ac5-5fbb-946c-023b-c879cf913729	新大洲A	6.00	1994-05-25	000571
5f490192-c027-97aa-3ce3-8784966d4b8e	海马汽车	6.68	1994-08-08	000572
941f8f68-5b9c-36d9-9e5d-40bdeb5de173	粤宏远A	6.38	1994-08-15	000573
4ebae728-6042-9677-1990-701b17d755c8	广东甘化	6.30	1994-09-07	000576
b3e81a97-837a-70e0-b000-602d6cb37517	盐湖集团	3.50	1995-03-03	000578
bfdc510e-75d8-db72-7a2b-5c90c7bcd405	威孚高科	 	1998-09-24	000581
f14c0174-a631-b539-e8d7-9cc17af14c8b	北部湾港	1.00	1995-11-02	000582
49ed27ab-5b18-7e70-a9a0-feb0eaeb3934	S*ST托普	100.00	1995-11-01	000583
eb034b0a-0a26-cd96-7267-a3fac0c6ca7d	友利控股	3.50	1995-11-28	000584
4081f397-4174-9709-7046-9697613f2541	东北电气	5.20	1995-12-13	000585
bb5d112f-b403-9ab6-9e10-36c14894d991	汇源通信	200.00	1995-12-20	000586
8d964c16-dd7b-2929-e296-57a2901347c7	金洲慈航	1.00	1996-04-25	000587
88d4895a-53c3-868e-3aa6-ca3e34d8be2d	黔轮胎A	4.50	1996-03-08	000589
9e76dd90-7012-8126-cc3b-629368547eb6	启迪古汉	6.00	1996-01-19	000590
d0e460ca-d9c5-a031-a844-c44301fd93d6	太阳能	1.00	1996-02-08	000591
e7effac3-9de3-e862-d15d-26f6e5a872c6	平潭发展	4.33	1996-03-27	000592
6a5dbeb1-0cf4-9cbd-108a-a51dacce2d9a	大通燃气	2.50	1996-03-12	000593
4ed63d89-b51c-99d9-3ee6-16cb002497aa	国恒退	1.00	1996-03-20	000594
1d8fc9ce-d330-e31d-2235-6eb8f587406c	*ST宝实	4.15	1996-04-19	000595
2f14adae-0546-3b76-b98c-f2edc9eb0acf	古井贡酒	 	1996-09-27	000596
0af5670d-3600-c783-35e6-0fbde28c9c49	东北制药	6.68	1996-05-23	000597
9a4e4d50-4bea-8493-a3f5-b451cac21415	兴蓉环境	5.90	1996-05-29	000598
7e85afa7-bb66-98e1-ce32-5103ad9cbc19	青岛双星	4.90	1996-04-30	000599
65cbb620-f0dc-7b78-e575-c6a8b6a9abd5	建投能源	5.30	1996-06-06	000600
9f30eb23-62fa-c49a-fb24-9626b272f77f	韶能股份	8.60	1996-08-30	000601
8eb75394-89e1-412c-c671-c333bbbcb99e	金马集团	7.38	1996-08-19	000602
d57b8068-a8eb-edd8-9483-7f075c73e26e	盛达矿业	7.38	1996-08-23	000603
4633cadf-88d8-c688-7d21-0dd9e136ea38	渤海股份	4.00	1996-09-13	000605
9f645b35-1b6c-d44c-c0c4-c1426e5c2bfc	神州易桥	4.30	1996-10-04	000606
4866699c-cbf5-8b4b-a3cb-9f00f5be8657	华媒控股	4.00	1996-08-30	000607
758c29a7-ba8f-9384-9441-c4c37aeb5b1c	阳光股份	4.10	1996-09-19	000608
580d1069-c0a7-7392-102f-f580e7c9e8ae	绵石投资	7.50	1996-10-10	000609
8b284046-792e-0f33-678d-ffeca6ef18a6	西安旅游	3.80	1996-09-26	000610
4a654cc2-2560-90b1-2cb4-9d5f8600bcfd	天首发展	6.48	1996-10-08	000611
1f1c7cbd-0953-1fd5-adeb-5045851bd69e	焦作万方	6.80	1996-09-26	000612
21151d74-a3ee-9d0e-283a-5ca0b2b627d7	*ST东海A	 	1997-01-28	000613
8a47950c-1d4e-7a9b-ffae-02773c84b146	京汉股份	7.80	1996-10-16	000615
5dc8c5c4-30a2-e93a-b43e-0649f900a320	海航投资	5.00	1996-11-08	000616
2f329d20-f95d-2bd6-23c9-3adc628d3e73	中油资本	4.18	1996-10-22	000617
eecd6ce5-590b-0b0a-464d-b6ef6a376b8b	吉林化工	 	1996-10-15	000618
71fb0d99-33a1-7487-d9ce-4b1febbf6d48	海螺型材	5.88	1996-10-23	000619
8415e8e2-0db8-ab4f-1c19-43170d6f4971	新华联	5.18	1996-10-29	000620
38d6c6b8-6825-0256-794e-5f2f8459e091	*ST比特	4.76	1996-11-05	000621
619280bd-ac37-e102-1d40-a04c91e39590	恒立实业	5.98	1996-11-07	000622
8a33c707-ed3f-1a8f-c050-d3d755aeba4c	吉林敖东	7.20	1996-10-28	000623
d4ab6567-5fd8-6a5c-177f-172d0a3f6642	长安汽车	 	1997-06-10	000625
35b2b685-1d8b-f37d-6c21-73aeb2ca4d3f	远大控股	3.88	1996-11-28	000626
671e3935-add7-d333-4754-9f708efc1ff4	天茂集团	9.30	1996-11-12	000627
e5677910-3f8f-6113-04cc-a7280717911e	高新发展	9.38	1996-11-18	000628
4433d071-193c-2d1c-0d54-5b35f36e5d4a	*ST钒钛	3.70	1996-11-15	000629
a825b27f-8302-7ea4-3097-77887a0a562c	铜陵有色	5.25	1996-11-20	000630
c1f96912-4350-2a4d-da68-77e9a29f0bf1	顺发恒业	6.98	1996-11-22	000631
dfdab757-b298-83a4-d7d7-ef36d14313b7	三木集团	5.00	1996-11-21	000632
34594743-5068-651c-d80e-2b61cba7cbc4	合金投资	1.00	1996-11-12	000633
8b2a1a72-2d13-bbe5-d42b-d6c8f5f8f4e5	英力特	4.50	1996-11-20	000635
91f802e8-91ad-9aea-3873-c89bbb245adf	风华高科	8.50	1996-11-29	000636
096db26d-1329-792d-8ce4-bc6c2a3ec975	茂化实华	1.21	1996-11-14	000637
a275b46c-2b7e-ba3f-b047-d541b3b01925	万方发展	8.38	1996-11-26	000638
03c5513f-3a44-460a-1d8f-e9843e0a7874	西王食品	1.00	1996-11-26	000639
114972b1-1e1d-5083-ee4b-9fa6de6f0e3c	仁和药业	6.26	1996-12-10	000650
e0a55d9f-de48-94d6-1c4c-345622230132	格力电器	2.50	1996-11-18	000651
4d866864-d054-fd3c-2c9a-792a4d1fdcd7	泰达股份	2.80	1996-11-28	000652
5d8e45e7-0c45-b03e-924a-5972e2446fe9	ST九州	6.60	1996-11-26	000653
db30f0c4-1493-fd69-5c4a-4f5d708dd3eb	金岭矿业	1.60	1996-11-28	000655
89a9d86b-a0ef-2a9a-1d3e-a5487073a0bc	金科股份	100.00	1996-11-28	000656
ee3f850f-0130-38fc-b5b0-3f7164d8ab9a	中钨高新	4.85	1996-12-05	000657
136b4f27-ca42-0db5-1466-a5d82d5ec2c3	*ST中富	2.60	1996-12-03	000659
45689a34-028a-5fbe-ba15-e3169021c462	*ST南华	8.38	1996-12-09	000660
61ee5774-08cb-4ab1-e6a6-ae64363cf6a6	长春高新	8.80	1996-12-18	000661
c6104ff8-8c67-c703-8036-cd3de814c174	天夏智慧	4.68	1996-12-16	000662
347f711d-ed15-9adf-53d3-94acf7b1ad48	永安林业	5.00	1996-12-06	000663
1f2a9f89-a52b-ad6c-bfb9-6ceaf5673f17	湖北广电	1.00	1996-12-10	000665
800329f9-47fd-de18-ac22-5902a82e51f5	经纬纺机	 	1996-12-10	000666
bd0703ca-a10a-53df-9a6f-6bc0b30a2abc	美好置业	1.00	1996-12-05	000667
ee9bbb7f-a808-2701-ee8d-9b0f8762f960	荣丰控股	100.00	1996-12-10	000668
0d3f9762-50ef-d723-a171-e685c710baac	金鸿能源	4.60	1996-12-10	000669
42272ba3-5679-ce47-bae3-9ad612017fc7	盈方微	1.00	1996-12-17	000670
762e2416-d1cb-0799-5aa3-e8855748ad33	阳光城	1.00	1996-12-18	000671
c882731e-8136-7166-adcb-ed423a4bc205	上峰水泥	1.00	1996-12-18	000672
8a5f4325-7f22-68a8-a282-d3266119174d	当代东方	7.15	1997-01-24	000673
64ab9c3a-e5c6-b3e1-99f1-0c4768472639	ST银山	1.00	1996-12-26	000675
4941ca59-59d7-58e8-c3bb-ce4bc93506b5	智度股份	5.20	1996-12-24	000676
f97c5476-a373-bb22-95e9-5d294042f174	恒天海龙	100.00	1996-12-26	000677
2e261f64-9cc7-f734-d088-6d58a4c70cb3	襄阳轴承	11.18	1997-01-06	000678
c6e556eb-6c92-6900-22c6-483635f58607	大连友谊	9.80	1997-01-24	000679
2ce40135-535f-81ea-da74-7cb82d36d179	山推股份	4.28	1997-01-22	000680
3fbfbf8e-1067-a742-c6ea-cf75b593c8a3	视觉中国	5.30	1997-01-21	000681
62e89878-6121-66ab-648b-2353e6a3ce94	东方电子	7.88	1997-01-21	000682
06f0a865-26a3-5e94-f3f3-ee72fdc68d10	远兴能源	5.11	1997-01-31	000683
a1f2ada9-9d7e-3d28-2631-9a06e3ee6ef1	中山公用	6.74	1997-01-23	000685
595381c9-f54e-8263-2b97-830cf60fece8	东北证券	6.38	1997-02-27	000686
092372b3-5983-dd96-6021-8e928f1e00ca	华讯方舟	6.30	1997-02-21	000687
7ab37038-0118-cd04-37d0-14affab19053	建新矿业	4.94	1997-01-20	000688
815eb9d8-4b26-330a-676a-2e84cb009e14	宝新能源	7.08	1997-01-28	000690
5b637446-c50c-211a-1df6-bf3c94a35346	ST亚太	6.15	1997-02-28	000691
811efbfe-18fb-7ad9-d184-2a7851bbee4e	惠天热电	12.13	1997-02-27	000692
83a9c395-98e8-df8a-81d8-cf440fff45a6	*ST华泽	1.25	1997-02-26	000693
84b344a0-2373-7bda-96c2-b6c3439e15a2	滨海能源	2.20	1997-02-18	000695
f67e8a86-9869-0c10-a5d5-3c230eba1046	炼石有色	5.95	1997-03-25	000697
19fb569c-6101-4987-c9c5-69bd6f56ad40	沈阳化工	6.40	1997-02-20	000698
3baa3992-5911-54db-f4b0-08877df735d8	S*ST佳纸	4.70	1997-03-10	000699
d5c02d81-de27-2aae-cd0e-128825ee80f7	模塑科技	100.00	1997-02-28	000700
8fd29a78-da2c-08d5-8695-2a29b408b2b1	厦门信达	4.07	1997-02-26	000701
c708c751-afb7-8c4a-5c2a-43f6da8ca67c	正虹科技	7.06	1997-03-18	000702
200941b6-d79d-1e52-3c7a-b4491f8a9b67	恒逸石化	1.00	1997-03-28	000703
12e18f79-45f3-b26a-4d55-aeb0f6c06fb5	浙江震元	4.45	1997-04-10	000705
63fe64ad-1653-ca02-e0c1-3104d664e953	双环科技	7.60	1997-04-15	000707
228e4231-01c2-349d-b694-fc85774c4f38	大冶特钢	8.70	1997-03-26	000708
39ac1c1e-41d0-a590-b253-e247eb0c15d8	河钢股份	9.22	1997-04-16	000709
de621861-4bc6-b5d8-3b8f-f55a72ab8691	*ST天仪	5.10	1997-04-22	000710
22fddd6a-d756-f8bf-58b8-f25fac88d591	京蓝科技	4.09	1997-04-11	000711
4ddeb8de-a37f-5c49-9b08-e6dbf0db0210	锦龙股份	7.28	1997-04-15	000712
49a42011-6611-c70f-4ab3-f34402c6ad52	丰乐种业	6.75	1997-04-22	000713
58c163b6-458e-7906-75f5-e81bd4eb649a	中兴商业	7.50	1997-05-08	000715
6583ef2c-3002-05ac-7986-d265cecd68fe	黑芝麻	3.75	1997-04-18	000716
543406d9-5f7b-2569-2f7a-8eca554b792b	韶钢松山	7.76	1997-05-08	000717
2fa0f437-9c6a-c20d-7a07-50631d05c035	苏宁环球	6.45	1997-04-08	000718
7ed158aa-6a7d-5554-51bb-1192bee068a2	大地传媒	1.00	1997-03-31	000719
44351796-a95c-7539-0e32-9f4d80de010f	新能泰山	6.86	1997-05-09	000720
